identifier	name	participants	participatingComplex	pubMedIdentifiers
R-HSA-927762	"UPF1:eRF3 Complex on Translated mRNA [cytosol]"	uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241|uniprot:Q92900	R-HSA-927787|R-HSA-143378|R-HSA-927823|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392	21029861|18447580|18256688|16622410|18447585|18230761
R-HSA-927767	"SMG1:UPF1:EJC:Translated mRNP [cytosol]"	uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241|uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9|uniprot:Q9H1J1|uniprot:Q9BZI7|uniprot:Q9HAU5|uniprot:Q15287|uniprot:Q8ND04|uniprot:Q9H0W8|uniprot:Q96Q15|uniprot:Q92900	R-HSA-927773|R-HSA-143378|R-HSA-927743|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392|R-HSA-927798|R-HSA-927869|R-HSA-162463|R-HSA-927853	19556969|17363904|16601204|11546874|18066079|11532962|19503078|19359157|15034551|20479275|21419344|14973490|20691628|17352659|16452507|19859661|12718880|11551508|18256688|18524595|17803942|19478851|16209946|16186820|19417104|18423202|18657639|19909264
R-HSA-927773	"Translated mRNA Complex with Premature Termination Codon Preceding Exon Junction [cytosol]"	uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241|uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9|uniprot:Q9H1J1|uniprot:Q9BZI7|uniprot:Q9HAU5|uniprot:Q15287	R-HSA-143378|R-HSA-927743|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392|R-HSA-927798|R-HSA-927869|R-HSA-162463	-
R-HSA-927787	"Translated mRNA Complex with Premature Termination Codon Not Preceding Exon Junction [cytosol]"	uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241	R-HSA-143378|R-HSA-927823|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392	-
R-HSA-927798	"Exon Junction:UPF2:UPF3 Complex [cytosol]"	uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9|uniprot:Q9H1J1|uniprot:Q9BZI7|uniprot:Q9HAU5|uniprot:Q15287	R-HSA-927869|R-HSA-162463	15004547
R-HSA-927823	"mRNA Complex with a Premature Termination Codon Not Preceding an Exon Junction [cytosol]"	uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161	R-HSA-162460	-
R-HSA-927845	"mRNA Cleaved by SMG6 [cytosol]"	uniprot:Q92540|uniprot:P11940|uniprot:Q86US8|uniprot:Q9UPR3|uniprot:Q04637|uniprot:P63151|uniprot:P67775|uniprot:P30153|uniprot:P52298|uniprot:Q09161|uniprot:Q92900	R-HSA-377182|R-HSA-162460	20930030|19060897|18974281|17053788
R-HSA-927853	"SMG1:SMG8:SMG9 Complex [cytosol]"	uniprot:Q8ND04|uniprot:Q9H0W8|uniprot:Q96Q15	-	19417104
R-HSA-927854	"Phosphorylated UPF1:SMG5:SMG7:SMG6:PP2A:Translated mRNP [cytosol]"	uniprot:Q92540|uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241|uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9|uniprot:Q9H1J1|uniprot:Q9BZI7|uniprot:Q9HAU5|uniprot:Q15287|uniprot:Q9H1J1-2|uniprot:Q9UPR3|uniprot:Q86US8|uniprot:P63151|uniprot:P67775|uniprot:P30153|uniprot:Q92900	R-HSA-927773|R-HSA-143378|R-HSA-927743|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392|R-HSA-927798|R-HSA-927869|R-HSA-162463|R-HSA-377182	12554878|20023408|19060897|15721257|17893241|23234702|20930030|23085078|15546618|17053788|19150429|18423202|14636577
R-HSA-927869	"Core Exon Junction Complex (Core EJC) [cytosol]"	uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9	R-HSA-162463	16797590|14625303
R-HSA-927890	"SMG1:Phosphorylated UPF1:EJC:Translated mRNP [cytosol]"	uniprot:Q8IYD1|uniprot:P15170|chebi:17552|uniprot:P62495|uniprot:P11940|uniprot:Q04637|uniprot:P52298|uniprot:Q09161|uniprot:P47914|uniprot:P46779|uniprot:P46776|uniprot:P61353|uniprot:Q92901|uniprot:P39023|uniprot:P83731|uniprot:Q96L21|uniprot:P27635|uniprot:P62750|uniprot:P62829|uniprot:P46778|uniprot:P84098|uniprot:Q6P5R6|uniprot:P35268|uniprot:Q02543|uniprot:Q07020|uniprot:P18621|uniprot:P61313|uniprot:P50914|uniprot:P40429|uniprot:Q9UNX3|uniprot:P61254|uniprot:P26373|uniprot:P30050|uniprot:P62913|uniprot:P62906|uniprot:Q969Q0|uniprot:P83881|uniprot:P05387|uniprot:P05386|uniprot:P05388|uniprot:Q96EH5|uniprot:P62891|embl:M11167|embl:J01866|embl:V00589|uniprot:P32969|uniprot:P62917|uniprot:P62424|uniprot:P18124|uniprot:Q02878|uniprot:P46777|uniprot:P62945|uniprot:P62987|uniprot:P36578|uniprot:P63173|uniprot:P61513|uniprot:P61927|uniprot:Q9Y3U8|uniprot:P18077|uniprot:P42766|uniprot:P49207|uniprot:P62910|uniprot:P62899|uniprot:P62888|uniprot:P62081|uniprot:P62753|uniprot:P46782|uniprot:P61247|uniprot:P62861|uniprot:P23396|uniprot:P62273|uniprot:P62857|uniprot:P62979|uniprot:Q8TD47|uniprot:P62701|uniprot:P22090|uniprot:P62854|uniprot:P62851|uniprot:P62847|uniprot:Q71UM5|uniprot:P42677|uniprot:P62266|uniprot:P63220|uniprot:P60866|uniprot:P15880|uniprot:P62244|uniprot:P39019|uniprot:P62269|uniprot:P08708|uniprot:P62249|uniprot:P62841|uniprot:P62263|uniprot:P62277|uniprot:P25398|embl:X03205|uniprot:P62280|uniprot:P08865|uniprot:P46783|uniprot:P46781|uniprot:P62241|uniprot:O15234|uniprot:P38919|uniprot:P61326|uniprot:Q96A72|uniprot:Q9Y5S9|uniprot:Q9H1J1|uniprot:Q9BZI7|uniprot:Q9HAU5|uniprot:Q15287|uniprot:Q8ND04|uniprot:Q9H0W8|uniprot:Q96Q15|uniprot:Q92900	R-HSA-927773|R-HSA-143378|R-HSA-927743|R-HSA-162460|R-HSA-72500|R-HSA-72499|R-HSA-72392|R-HSA-927798|R-HSA-927869|R-HSA-162463|R-HSA-927853	16452507|19359157|11544179|19417104|11331269|20817927|14636577
R-HSA-933465	"IPS-1:TRAF2/TRAF6 [mitochondrial outer membrane]"	uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434	-	-
R-HSA-933466	"IPS-1:RIP-1/FADD:Casp-8/10 prodomain [mitochondrial outer membrane]"	uniprot:Q92851|uniprot:Q14790|uniprot:Q13158|uniprot:Q13546|uniprot:Q7Z434	R-HSA-933480	-
R-HSA-933467	"dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6 [mitochondrial outer membrane]"	uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-933465	16153868|17029998|19479062
R-HSA-933468	"viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58:MAVS:RIPK1:FADD:CASP8(1-479), CASP10(1-521) [mitochondrial outer membrane]"	uniprot:Q92851|uniprot:Q14790|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4|uniprot:Q7Z434|uniprot:Q13546|uniprot:Q13158	R-HSA-918291|R-HSA-918201	18761323|12884866|16618810|11717445|12107169|16585540
R-HSA-933470	"dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi:IRF7 [mitochondrial outer membrane]"	uniprot:Q92844|uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4|uniprot:Q14164|uniprot:Q9UHD2|uniprot:Q92985	R-HSA-933479|R-HSA-933472|R-HSA-933467|R-HSA-933465	15361868|19479062
R-HSA-933471	"CBP/p300:pIRF7:pIRF7 [nucleoplasm]"	uniprot:Q92985|uniprot:Q09472|uniprot:Q92793	R-HSA-450306	12604599
R-HSA-933472	"dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK [mitochondrial outer membrane]"	uniprot:Q92844|uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-933467|R-HSA-933465	19668221|17327220|19479062
R-HSA-933473	"viral dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain [mitochondrial outer membrane]"	uniprot:Q92851|uniprot:Q14790|uniprot:Q13158|uniprot:Q13546|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-933466|R-HSA-933480	-
R-HSA-933478	"dsRNA:RIG-I/MDA5:TRAF2/TRAF6:IPS-1:RIP-1/FADD:Casp-8/10 prodomain:IKK complex [mitochondrial outer membrane]"	uniprot:O14920|uniprot:O15111|uniprot:Q9Y6K9|uniprot:Q92851|uniprot:Q14790|uniprot:Q13158|uniprot:Q13546|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-168113|R-HSA-933473|R-HSA-933466|R-HSA-933480	11002417|12884866
R-HSA-933479	"dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:TANK:TBK1/IKKi [mitochondrial outer membrane]"	uniprot:Q92844|uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4|uniprot:Q14164|uniprot:Q9UHD2	R-HSA-933472|R-HSA-933467|R-HSA-933465	12133833|16914100|10581243|19479062
R-HSA-933480	"FADD:Casp-8/10 prodomain [cytosol]"	uniprot:Q92851|uniprot:Q14790|uniprot:Q13158	-	-
R-HSA-933482	"dsRNA:RIG-I/MDA5:IPS-1:TRAF2/TRAF6:MEKK1 [mitochondrial outer membrane]"	uniprot:Q13233|uniprot:Q12933|uniprot:Q9Y4K3|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-933467|R-HSA-933465	18984593
R-HSA-933483	"viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58:MAVS:RIPK1:FADD:2xCASP8(1-479), CASP10(1-521) [mitochondrial outer membrane]"	uniprot:Q14790|uniprot:Q92851|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4|uniprot:Q7Z434|uniprot:Q13546|uniprot:Q13158	R-HSA-918291|R-HSA-918201	18761323|12884866|16618810|11717445|16585540
R-HSA-934544	"PP2A (A:C) [cytosol]"	uniprot:P67775|uniprot:P62714|uniprot:P30153	-	12815057|12593796|11053437
R-HSA-934550	"PP2A(A:C):SPRY2 [plasma membrane]"	uniprot:P67775|uniprot:P62714|uniprot:P30153|uniprot:O43597	R-HSA-934544	11238463|12391162|11279012|10887178
R-HSA-934572	"Ub:Y55/Y227-pSPRY2:CBL [plasma membrane]"	uniprot:O43597|uniprot:P22681|uniprot:P0CG48|uniprot:P0CG47|uniprot:P62987|uniprot:P62979	-	12593795|12593796|15004239
R-HSA-934576	"Y55/Y227-pSPRY2:CBL [plasma membrane]"	uniprot:O43597|uniprot:P22681	-	12815057|12593796|11053437
R-HSA-934578	"PP2A(A:C):S112/S121-pSPRY2 [plasma membrane]"	uniprot:O43597|uniprot:P67775|uniprot:P62714|uniprot:P30153	R-HSA-934544	16479008|19690147
R-HSA-934598	"PP2A(A:C):Y55/Y227-pSPRY2 [plasma membrane]"	uniprot:O43597|uniprot:P67775|uniprot:P62714|uniprot:P30153	R-HSA-934544	15637081|15564375|15004239|15031289|17993263
R-HSA-936373	"ATG5:ATG12:MAVS [mitochondrial outer membrane]"	uniprot:Q9H1Y0|uniprot:O94817|uniprot:Q7Z434	R-HSA-936428	-
R-HSA-936388	"RNF125:E2 enzyme (UBE2K, UbcH5a-c):K48-polyubiquitin [cytosol]"	uniprot:O14933|uniprot:P61086|uniprot:P62837|uniprot:P51668|uniprot:P61077|uniprot:Q96EQ8	-	17460044
R-HSA-936400	"dsRNA:RIG-I/MDA5:IPS-1:ATG5-ATG12 [mitochondrial outer membrane]"	uniprot:Q9H1Y0|uniprot:O94817|uniprot:Q7Z434|uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4	R-HSA-936373|R-HSA-936428	17709747
R-HSA-936428	"ATG5:ATG12 [cytosol]"	uniprot:Q9H1Y0|uniprot:O94817	-	-
R-HSA-936444	"p-IRF3 dimer:PIN1 [nucleoplasm]"	uniprot:Q14653|uniprot:Q13526	R-HSA-936446	19125153|16715065|16699525
R-HSA-936446	"p-IRF3:p-IRF3 [nucleoplasm]"	uniprot:Q14653	-	-
R-HSA-936557	"ISG15:DDX58 conjugate [cytosol]"	uniprot:O95786|uniprot:O14933|uniprot:P41226|uniprot:P05161|uniprot:Q9UII4	R-HSA-936560	18057259
R-HSA-936558	"viral dsRNA:IFIH1, viral dsRNA:K63polyUb-DDX58:MAVS:TRAF3 [mitochondrial outer membrane]"	uniprot:O95786|chebi:30616|uniprot:Q8IUD6|uniprot:Q14258|uniprot:Q9BYX4|uniprot:Q7Z434|uniprot:Q13114	R-HSA-918201	17991829
R-HSA-936560	"ISG15:UBEIL/UbcH8:CEB1 [cytosol]"	uniprot:O14933|uniprot:P41226|uniprot:P05161|uniprot:Q9UII4	-	-
R-HSA-936561	"MAVS:NLRX1 [mitochondrial outer membrane]"	uniprot:Q86UT6|uniprot:Q7Z434	-	18200010
R-HSA-936770	"ATP1A:ATP1B:FXYD [plasma membrane]"	uniprot:Q9H0Q3|uniprot:P59646|uniprot:P54710|uniprot:P58549|uniprot:Q14802|uniprot:O00168|uniprot:P50993|uniprot:P05023|uniprot:Q13733|uniprot:P13637|uniprot:P54709|uniprot:P14415|uniprot:P05026	-	-
R-HSA-936921	"ATP2C1/2:Mg2+ [Golgi membrane]"	chebi:18420|uniprot:O75185|uniprot:P98194	-	-
R-HSA-936946	"activated TLR4:TICAM1:K63pUb-TRAF6:free K63pUb:activated TAK1 complex [endosome membrane]"	uniprot:Q15750|uniprot:Q9Y4K3|uniprot:P08571|uniprot:O00206|uniprot:Q9Y6Y9|chebi:16412|uniprot:Q86XR7|uniprot:Q8IUC6|uniprot:O43318|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:P62979|uniprot:P0CG48|uniprot:P0CG47|uniprot:P62987	R-HSA-936965|R-HSA-166172|R-HSA-166163|R-HSA-2201299|R-HSA-2201291	15327770|16260493|10702308|14633987|16186825|17496917
R-HSA-936953	"p-IRAK2:K63-linked pUb oligo-TRAF6:free K63 pUb:TAK1 complex [plasma membrane]"	uniprot:Q9Y4K3|uniprot:O43187|uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318|uniprot:P62979|uniprot:P0CG48|uniprot:P0CG47|uniprot:P62987	R-HSA-936988|R-HSA-446878	15327770|19935683|10882101|19675569
R-HSA-936954	"activated TLR4:TICAM1:K63pUb-TRAF6:free K63pUb:TAK1complex [endosome membrane]"	uniprot:Q15750|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:O43318|uniprot:Q9Y4K3|uniprot:P08571|uniprot:O00206|uniprot:Q9Y6Y9|chebi:16412|uniprot:Q86XR7|uniprot:Q8IUC6|uniprot:P62979|uniprot:P0CG48|uniprot:P0CG47|uniprot:P62987	R-HSA-450277|R-HSA-936965|R-HSA-166172|R-HSA-166163|R-HSA-2201299|R-HSA-2201291	16115877|15327770|10882101|19675569
R-HSA-936961	"TRAF6:p-IRAK2 [plasma membrane]"	uniprot:Q9Y4K3|uniprot:O43187	-	16831874|14625308|17890055
R-HSA-936965	"K63-pUb-TRAF6:TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane]"	uniprot:Q9Y4K3|uniprot:P08571|uniprot:O00206|uniprot:Q9Y6Y9|chebi:16412|uniprot:Q86XR7|uniprot:Q8IUC6	R-HSA-166172|R-HSA-166163|R-HSA-2201299|R-HSA-2201291	17135271
R-HSA-936970	"activated TLR4:TRIF:K63polyUb-TRAF3:K63polyUb-TANK:p-TBK1/p-IKKi [endosome membrane]"	uniprot:Q13114|uniprot:P08571|uniprot:O00206|uniprot:Q9Y6Y9|chebi:16412|uniprot:Q86XR7|uniprot:Q8IUC6|uniprot:Q92844|uniprot:Q14164|uniprot:Q9UHD2	R-HSA-5362507|R-HSA-2213008|R-HSA-166172|R-HSA-166163|R-HSA-2201299|R-HSA-2201291	21931631|12692549|17568778|10893229|14530355|19656901|19307177|23453972|17526488|23453971|17599067|14703513|18710948|10581243|17823124|17047224|17327220|15210742
R-HSA-936976	"TRAF6:TICAM1:TRAM:TLR4:LY96:LPS:CD14 [endosome membrane]"	uniprot:Q9Y4K3|uniprot:P08571|uniprot:O00206|uniprot:Q9Y6Y9|chebi:16412|uniprot:Q86XR7|uniprot:Q8IUC6	R-HSA-166172|R-HSA-166163|R-HSA-2201299|R-HSA-2201291	16115877|16306937|15814722|20047764|11057907|14530355|14982987|9744859
R-HSA-936988	"p-IRAK2:K63-linked pUb oligo-TRAF6 [plasma membrane]"	uniprot:Q9Y4K3|uniprot:O43187	-	17135271
R-HSA-936990	"p-IRAK2:oligo-TRAF6 [plasma membrane]"	uniprot:Q9Y4K3|uniprot:O43187	R-HSA-936961	17878161
R-HSA-937008	"p-IRAK2:K63-linked pUb oligo-TRAF6:free K63-linked pUb:p-TAK1complex [plasma membrane]"	uniprot:Q15750|uniprot:Q9Y4K3|uniprot:O43187|uniprot:O43318|uniprot:Q9NYJ8|uniprot:Q8N5C8|uniprot:P62979|uniprot:P0CG48|uniprot:P0CG47|uniprot:P62987	R-HSA-936988	15327770|16260493|16289117|11323434|10702308|8638164|14633987|16186825|10838074
R-HSA-937013	"MyD88 oligomer [plasma membrane]"	uniprot:Q99836	-	-
